Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop
World,34746046.0,245260.0,1031316.0,4180.0,25828082.0,166291.0,7886648.0,66207.0,4458.0,132.3
